round,stage,detail,cid,seconds
4,client_weight_compute,client aggregation weight,5,7.300001016119495e-06
4,client_local_train,local SGD training,5,0.3029359000029217
4,client_model_delta,weighted local model delta,5,0.0004544000003079418
4,client_quant_encode,fixed-point quantization and signed encoding,5,7.299999924725853e-05
4,client_masking,xMask = x + m,5,1.6499998309882358e-05
4,client_paillier_encrypt,coordinate-wise Paillier encryption,5,30.313651300002675
4,client_cipher_hash,hash encrypted vector,5,0.03597060000174679
4,client_pedersen_commit,Pedersen vector commitment,5,4.012999400001718
4,client_receipt_sign,sign upload receipt,5,0.0003558000025805086
4,client_upload_pack,build upload message,5,0.015364499999122927
5,client_upload_parallel_wall,CS waits for all active clients to finish TrainUploadReq in parallel,,35.160239900000306
5,client_weight_compute,client aggregation weight,5,5.699999746866524e-06
5,client_local_train,local SGD training,5,0.2972160999997868
5,client_model_delta,weighted local model delta,5,0.00039169999945443124
5,client_quant_encode,fixed-point quantization and signed encoding,5,8.410000009462237e-05
5,client_masking,xMask = x + m,5,1.840000186348334e-05
5,client_paillier_encrypt,coordinate-wise Paillier encryption,5,30.14783349999925
5,client_cipher_hash,hash encrypted vector,5,0.0436264999989362
5,client_pedersen_commit,Pedersen vector commitment,5,3.937890299999708
5,client_receipt_sign,sign upload receipt,5,0.00043080000250483863
5,client_upload_pack,build upload message,5,0.023500999999669148
5,client_weight_compute,client aggregation weight,2,5.999998393235728e-06
5,client_local_train,local SGD training,2,0.31561059999876306
5,client_model_delta,weighted local model delta,2,0.000552199999219738
5,client_quant_encode,fixed-point quantization and signed encoding,2,8.710000111022964e-05
5,client_masking,xMask = x + m,2,1.9499999325489625e-05
5,client_paillier_encrypt,coordinate-wise Paillier encryption,2,30.222249999998894
5,client_cipher_hash,hash encrypted vector,2,0.042400499998620944
5,client_pedersen_commit,Pedersen vector commitment,2,3.9824526000011247
5,client_receipt_sign,sign upload receipt,2,0.0003936000030080322
5,client_upload_pack,build upload message,2,0.02124510000066948
5,client_weight_compute,client aggregation weight,1,8.200000593205914e-06
5,client_local_train,local SGD training,1,0.3266296000001603
5,client_model_delta,weighted local model delta,1,0.0003528000015649013
5,client_quant_encode,fixed-point quantization and signed encoding,1,6.520000169984996e-05
5,client_masking,xMask = x + m,1,1.3299999409355223e-05
5,client_paillier_encrypt,coordinate-wise Paillier encryption,1,30.30322039999737
5,client_cipher_hash,hash encrypted vector,1,0.04152609999800916
5,client_pedersen_commit,Pedersen vector commitment,1,4.029959300001792
5,client_receipt_sign,sign upload receipt,1,0.00045229999886942096
5,client_upload_pack,build upload message,1,0.020644600001105573
5,client_weight_compute,client aggregation weight,4,7.700000423938036e-06
5,client_local_train,local SGD training,4,0.29661789999954635
5,client_model_delta,weighted local model delta,4,0.0003741000000445638
5,client_quant_encode,fixed-point quantization and signed encoding,4,7.800000093993731e-05
5,client_masking,xMask = x + m,4,1.6499998309882358e-05
5,client_paillier_encrypt,coordinate-wise Paillier encryption,4,30.45247129999916
5,client_cipher_hash,hash encrypted vector,4,0.040423599999485305
5,client_pedersen_commit,Pedersen vector commitment,4,4.015090599998075
5,client_receipt_sign,sign upload receipt,4,0.0003494000011414755
5,client_upload_pack,build upload message,4,0.02263410000159638
5,client_weight_compute,client aggregation weight,3,8.500002877553925e-06
5,client_local_train,local SGD training,3,0.3210287999972934
5,client_model_delta,weighted local model delta,3,0.0008717999990039971
5,client_quant_encode,fixed-point quantization and signed encoding,3,8.009999874047935e-05
5,client_masking,xMask = x + m,3,1.8500002624932677e-05
5,client_paillier_encrypt,coordinate-wise Paillier encryption,3,30.558773000000656
5,client_cipher_hash,hash encrypted vector,3,0.03701390000060201
5,client_pedersen_commit,Pedersen vector commitment,3,4.10488020000048
5,client_receipt_sign,sign upload receipt,3,0.0003789999973378144
5,client_upload_pack,build upload message,3,0.017425999998522457
6,client_upload_parallel_wall,CS waits for all active clients to finish TrainUploadReq in parallel,,34.94392979999975
6,client_weight_compute,client aggregation weight,2,5.999998393235728e-06
6,client_local_train,local SGD training,2,0.2908470000002126
6,client_model_delta,weighted local model delta,2,0.00036700000055134296
6,client_quant_encode,fixed-point quantization and signed encoding,2,6.280000161495991e-05
6,client_masking,xMask = x + m,2,1.3199998647905886e-05
6,client_paillier_encrypt,coordinate-wise Paillier encryption,2,30.126809099998354
6,client_cipher_hash,hash encrypted vector,2,0.04553740000119433
6,client_pedersen_commit,Pedersen vector commitment,2,4.086472699997103
6,client_receipt_sign,sign upload receipt,2,0.0006090999995649327
6,client_upload_pack,build upload message,2,0.02513860000181012
6,client_weight_compute,client aggregation weight,1,8.299997716676444e-06
6,client_local_train,local SGD training,1,0.2883709000016097
6,client_model_delta,weighted local model delta,1,0.0005582000012509525
6,client_quant_encode,fixed-point quantization and signed encoding,1,6.479999865405262e-05
6,client_masking,xMask = x + m,1,1.6400001186411828e-05
6,client_paillier_encrypt,coordinate-wise Paillier encryption,1,30.185751799999707
6,client_cipher_hash,hash encrypted vector,1,0.050437899997632485
6,client_pedersen_commit,Pedersen vector commitment,1,4.031287699999666
6,client_receipt_sign,sign upload receipt,1,0.0004996999996365048
6,client_upload_pack,build upload message,1,0.022716800001944648
6,client_weight_compute,client aggregation weight,4,6.900001608300954e-06
6,client_local_train,local SGD training,4,0.2842208000001847
6,client_model_delta,weighted local model delta,4,0.0005956999993941281
6,client_quant_encode,fixed-point quantization and signed encoding,4,8.230000094044954e-05
6,client_masking,xMask = x + m,4,1.8700000509852543e-05
6,client_paillier_encrypt,coordinate-wise Paillier encryption,4,30.172684500001196
6,client_cipher_hash,hash encrypted vector,4,0.04456420000133221
6,client_pedersen_commit,Pedersen vector commitment,4,4.075008099996921
6,client_receipt_sign,sign upload receipt,4,0.00041000000055646524
6,client_upload_pack,build upload message,4,0.021367100001953077
6,client_weight_compute,client aggregation weight,3,8.400002116104588e-06
6,client_local_train,local SGD training,3,0.2811889999975392
6,client_model_delta,weighted local model delta,3,0.0005481000007421244
6,client_quant_encode,fixed-point quantization and signed encoding,3,9.239999781129882e-05
6,client_masking,xMask = x + m,3,2.0500003302004188e-05
6,client_paillier_encrypt,coordinate-wise Paillier encryption,3,30.27978609999991
6,client_cipher_hash,hash encrypted vector,3,0.04710229999909643
6,client_pedersen_commit,Pedersen vector commitment,3,4.040984900002513
6,client_receipt_sign,sign upload receipt,3,0.0003775999975914601
6,client_upload_pack,build upload message,3,0.020643899999413406
6,client_weight_compute,client aggregation weight,5,7.90000194683671e-06
6,client_local_train,local SGD training,5,0.28150320000349893
6,client_model_delta,weighted local model delta,5,0.00048210000022663735
6,client_quant_encode,fixed-point quantization and signed encoding,5,6.999999823165126e-05
6,client_masking,xMask = x + m,5,1.680000059423037e-05
6,client_paillier_encrypt,coordinate-wise Paillier encryption,5,30.41055260000212
6,client_cipher_hash,hash encrypted vector,5,0.05155870000089635
6,client_pedersen_commit,Pedersen vector commitment,5,4.028897100000904
6,client_receipt_sign,sign upload receipt,5,0.00038440000207629055
6,client_upload_pack,build upload message,5,0.021068399997602683
7,client_upload_parallel_wall,CS waits for all active clients to finish TrainUploadReq in parallel,,34.81194409999807
7,client_weight_compute,client aggregation weight,2,6.400001439033076e-06
7,client_local_train,local SGD training,2,0.4065566999997827
7,client_model_delta,weighted local model delta,2,0.0005286999985401053
7,client_quant_encode,fixed-point quantization and signed encoding,2,6.529999882332049e-05
7,client_masking,xMask = x + m,2,1.939999856404029e-05
7,client_paillier_encrypt,coordinate-wise Paillier encryption,2,29.745643099999143
7,client_cipher_hash,hash encrypted vector,2,0.03958770000099321
7,client_pedersen_commit,Pedersen vector commitment,2,4.179696100000001
7,client_receipt_sign,sign upload receipt,2,0.0004594999991240911
7,client_upload_pack,build upload message,2,0.02629940000042552
7,client_weight_compute,client aggregation weight,1,7.799997547408566e-06
7,client_local_train,local SGD training,1,0.38645780000297236
7,client_model_delta,weighted local model delta,1,0.0005959000009170268
